34564,2021-10-03T19:18:29+0000;0444,T6650,Ha6ac;0445,T66cd,Ha488;0544,T6986,H8d44;0545,T6d81,H84b8;0644,T6b85,H8e6c;0645,T684a,H9e36;0744,T6659,H9873;0745,T65cc,Hab22
35132,2021-10-03T20:41:25+0000;0444,T658c,Hf123;0445,T658b,Hf2f2;0544,T6596,Hdae8;0545,T6576,Hf614;0644,T65de,Heba4;0645,T663f,He946;0744,T66eb,Hc714;0745,T670e,He3c0
35133,2021-10-03T20:41:34+0000;0444,T6587,Hf12c;0445,T6589,Hf2f5;0544,T6593,Hdaf5;0545,T6573,Hf622;0644,T65da,Hebae;0645,T663b,He950;0744,T66e8,Hc71d;0745,T670e,He3c9
35134,2021-10-03T20:41:42+0000;0444,T6585,Hf132;0445,T6585,Hf2fb;0544,T6591,Hdb03;0545,T6571,Hf626;0644,T65da,Hebbb;0645,T663b,He951;0744,T66e6,Hc71f;0745,T670d,He3d1
35135,2021-10-03T20:41:51+0000;0444,T6580,Hf13e;0445,T6584,Hf2fe;0544,T6591,Hdb12;0545,T6572,Hf62c;0644,T65d6,Hebbe;0645,T6638,He95e;0744,T66e1,Hc724;0745,T670b,He3dc
35136,2021-10-03T20:42:00+0000;0444,T6582,Hf14a;0445,T6584,Hf303;0544,T658e,Hdb1b;0545,T6570,Hf633;0644,T65d6,Hebc5;0645,T6637,He968;0744,T66e0,Hc733;0745,T6709,He3e1
35137,2021-10-03T20:42:09+0000;0444,T6584,Hf14f;0445,T6581,Hf309;0544,T658e,Hdb2e;0545,T656d,Hf63b;0644,T65d4,Hebd3;0645,T6633,He96f;0744,T66df,Hc73b;0745,T6707,He3ef
35138,2021-10-03T20:42:17+0000;0444,T657d,Hf156;0445,T657c,Hf30d;0544,T658c,Hdb3f;0545,T656c,Hf63a;0644,T65d2,Hebd3;0645,T6631,He97c;0744,T66dd,Hc743;0745,T6704,He3f7
35139,2021-10-03T20:42:26+0000;0444,T657b,Hf15b;0445,T657f,Hf313;0544,T6587,Hdb4b;0545,T656b,Hf643;0644,T65d1,Hebdf;0645,T662f,He981;0744,T66da,Hc748;0745,T6700,He3f9
35140,2021-10-03T20:42:35+0000;0444,T657e,Hf16c;0445,T657a,Hf318;0544,T6587,Hdb59;0545,T656a,Hf64a;0644,T65cc,Hebec;0645,T662f,He98c;0744,T66d9,Hc74c;0745,T6701,He3fb
35141,2021-10-03T20:42:44+0000;0444,T657a,Hf173;0445,T657b,Hf31e;0544,T6586,Hdb6d;0545,T6566,Hf652;0644,T65cd,Hebf9;0645,T662e,He993;0744,T66d7,Hc758;0745,T66fd,He409
35142,2021-10-03T20:42:52+0000;0444,T6578,Hf17b;0445,T657a,Hf322;0544,T6584,Hdb73;0545,T6565,Hf655;0644,T65ca,Hec02;0645,T6629,He999;0744,T66d4,Hc762;0745,T66fd,He410
35143,2021-10-03T20:43:01+0000;0444,T6577,Hf183;0445,T6579,Hf32a;0544,T6584,Hdb89;0545,T6564,Hf658;0644,T65ca,Hec09;0645,T662b,He9a5;0744,T66d5,Hc768;0745,T66fb,He418
35144,2021-10-03T20:43:10+0000;0444,T6576,Hf18d;0445,T6574,Hf330;0544,T6582,Hdb92;0545,T6564,Hf662;0644,T65c6,Hec11;0645,T6627,He9ad;0744,T66d0,Hc769;0745,T66fa,He421
35145,2021-10-03T20:43:19+0000;0444,T6573,Hf19c;0445,T6573,Hf32f;0544,T6581,Hdb9f;0545,T6563,Hf669;0644,T65c5,Hec1b;0645,T6626,He9be;0744,T66d0,Hc772;0745,T66f4,He42a
35146,2021-10-03T20:43:27+0000;0444,T6573,Hf1a0;0445,T6574,Hf333;0544,T657f,Hdbac;0545,T6560,Hf66b;0644,T65c4,Hec20;0645,T6624,He9bc;0744,T66cd,Hc77c;0745,T66f4,He434
35147,2021-10-03T20:43:36+0000;0444,T656e,Hf1a5;0445,T6572,Hf337;0544,T657d,Hdbc4;0545,T6560,Hf673;0644,T65c3,Hec2b;0645,T6623,He9c4;0744,T66cc,Hc785;0745,T66f2,He438
35148,2021-10-03T20:43:45+0000;0444,T6570,Hf1ae;0445,T6571,Hf340;0544,T657b,Hdbcd;0545,T655d,Hf674;0644,T65c1,Hec33;0645,T6620,He9d2;0744,T66c8,Hc789;0745,T66f1,He445
35149,2021-10-03T20:43:54+0000;0444,T656c,Hf1b5;0445,T656f,Hf346;0544,T657b,Hdbda;0545,T655e,Hf67c;0644,T65be,Hec39;0645,T6620,He9d8;0744,T66c7,Hc795;0745,T66f0,He446
35150,2021-10-03T20:44:02+0000;0444,T656c,Hf1bf;0445,T656d,Hf348;0544,T6579,Hdbed;0545,T655a,Hf67f;0644,T65bf,Hec44;0645,T6620,He9de;0744,T66c6,Hc79d;0745,T66ed,He455
35151,2021-10-03T20:44:11+0000;0444,T656b,Hf1c7;0445,T656a,Hf34b;0544,T6577,Hdbfa;0545,T6559,Hf685;0644,T65ba,Hec49;0645,T661d,He9eb;0744,T66c4,Hc7a3;0745,T66eb,He45a
35152,2021-10-03T20:44:20+0000;0444,T6569,Hf1d4;0445,T6569,Hf352;0544,T6576,Hdc02;0545,T6557,Hf687;0644,T65b9,Hec54;0645,T661a,He9ed;0744,T66c1,Hc7a8;0745,T66e8,He45f
35153,2021-10-03T20:44:29+0000;0444,T6567,Hf1db;0445,T6567,Hf355;0544,T6575,Hdc14;0545,T6555,Hf68d;0644,T65b9,Hec5f;0645,T661a,He9f3;0744,T66c2,Hc7b4;0745,T66e6,He468
35154,2021-10-03T20:44:38+0000;0444,T6565,Hf1e3;0445,T6566,Hf357;0544,T6575,Hdc1b;0545,T6556,Hf696;0644,T65b6,Hec64;0645,T6618,Hea00;0744,T66c0,Hc7b6;0745,T66e5,He475
35155,2021-10-03T20:44:46+0000;0444,T6563,Hf1eb;0445,T6566,Hf361;0544,T6571,Hdc2c;0545,T6553,Hf696;0644,T65b7,Hec6a;0645,T6616,Hea08;0744,T66bd,Hc7bf;0745,T66e3,He47c
35156,2021-10-03T20:44:55+0000;0444,T6562,Hf1f0;0445,T6564,Hf363;0544,T6570,Hdc35;0545,T6551,Hf69c;0644,T65b4,Hec78;0645,T6616,Hea10;0744,T66ba,Hc7c7;0745,T66e2,He482
35157,2021-10-03T20:45:04+0000;0444,T6560,Hf1f7;0445,T6560,Hf36d;0544,T656e,Hdc4f;0545,T6552,Hf6a1;0644,T65b2,Hec7b;0645,T6612,Hea15;0744,T66b9,Hc7d4;0745,T66e1,He488
35158,2021-10-03T20:45:13+0000;0444,T655f,Hf204;0445,T6561,Hf36b;0544,T656c,Hdc54;0545,T654e,Hf6a2;0644,T65af,Hec7f;0645,T6612,Hea22;0744,T66b6,Hc7d4;0745,T66de,He48e
35159,2021-10-03T20:45:21+0000;0444,T655f,Hf209;0445,T655f,Hf377;0544,T656a,Hdc68;0545,T654f,Hf6b0;0644,T65b1,Hec88;0645,T6611,Hea23;0744,T66b5,Hc7d7;0745,T66dc,He499
35160,2021-10-03T20:45:30+0000;0444,T655c,Hf213;0445,T655e,Hf374;0544,T6569,Hdc73;0545,T654d,Hf6b1;0644,T65ae,Hec91;0645,T660e,Hea34;0744,T66b4,Hc7df;0745,T66d9,He49d
35161,2021-10-03T20:45:39+0000;0444,T6559,Hf218;0445,T655c,Hf37e;0544,T656a,Hdc83;0545,T654b,Hf6b8;0644,T65ac,Hec9d;0645,T660d,Hea36;0744,T66b1,Hc7e7;0745,T66d9,He4aa
35162,2021-10-03T20:45:48+0000;0444,T6557,Hf223;0445,T655a,Hf37f;0544,T6568,Hdc8d;0545,T654a,Hf6bb;0644,T65ab,Heca3;0645,T660c,Hea41;0744,T66af,Hc7f0;0745,T66d6,He4ac
35163,2021-10-03T20:45:56+0000;0444,T6558,Hf225;0445,T6558,Hf386;0544,T6566,Hdc9b;0545,T6548,Hf6c0;0644,T65a9,Heca6;0645,T660a,Hea43;0744,T66ab,Hc7f4;0745,T66d6,He4b5
35164,2021-10-03T20:46:05+0000;0444,T6557,Hf22f;0445,T6558,Hf38b;0544,T6565,Hdca5;0545,T6547,Hf6c6;0644,T65a7,Hecb0;0645,T6609,Hea4a;0744,T66ac,Hc7fe;0745,T66d2,He4b9
35165,2021-10-03T20:46:14+0000;0444,T6553,Hf239;0445,T6557,Hf38d;0544,T6566,Hdcb7;0545,T6547,Hf6ca;0644,T65a6,Hecb6;0645,T6608,Hea5e;0744,T66a9,Hc804;0745,T66d0,He4bf
35166,2021-10-03T20:46:23+0000;0444,T6555,Hf23d;0445,T6554,Hf396;0544,T6560,Hdcbe;0545,T6544,Hf6d2;0644,T65a4,Hecc3;0645,T6605,Hea60;0744,T66a8,Hc809;0745,T66d0,He4ca
35167,2021-10-03T20:46:31+0000;0444,T6553,Hf247;0445,T6554,Hf39d;0544,T655f,Hdcca;0545,T6545,Hf6d5;0644,T65a2,Hecc3;0645,T6601,Hea67;0744,T66a5,Hc813;0745,T66ce,He4cc
35168,2021-10-03T20:46:40+0000;0444,T6552,Hf253;0445,T6552,Hf3a1;0544,T655d,Hdcd6;0545,T6541,Hf6d6;0644,T65a0,Hecc9;0645,T6603,Hea72;0744,T66a5,Hc818;0745,T66cc,He4d5
35169,2021-10-03T20:46:49+0000;0444,T654e,Hf258;0445,T6551,Hf3a5;0544,T655d,Hdce4;0545,T6541,Hf6e0;0644,T65a1,Hecd8;0645,T65ff,Hea76;0744,T66a1,Hc820;0745,T66c8,He4dd
35170,2021-10-03T20:46:58+0000;0444,T654e,Hf260;0445,T654e,Hf3a9;0544,T655c,Hdcf5;0545,T6541,Hf6dd;0644,T659e,Hecd8;0645,T65ff,Hea7f;0744,T66a0,Hc826;0745,T66c6,He4e1
35171,2021-10-03T20:47:06+0000;0444,T654e,Hf268;0445,T654f,Hf3b0;0544,T655b,Hdd03;0545,T653e,Hf6eb;0644,T659d,Hece3;0645,T65fc,Hea85;0744,T669f,Hc82e;0745,T66c5,He4e7
35172,2021-10-03T20:47:15+0000;0444,T654c,Hf270;0445,T654d,Hf3b3;0544,T6558,Hdd0c;0545,T653e,Hf6e7;0644,T659c,Heceb;0645,T65fb,Hea8e;0744,T669e,Hc833;0745,T66c3,He4ed
35173,2021-10-03T20:47:24+0000;0444,T654a,Hf271;0445,T654c,Hf3b6;0544,T6556,Hdd1b;0545,T653c,Hf6f1;0644,T659b,Hecf2;0645,T65fb,Hea98;0744,T669d,Hc83e;0745,T66c4,He4fd
35174,2021-10-03T20:47:33+0000;0444,T6546,Hf278;0445,T6549,Hf3bb;0544,T6554,Hdd22;0545,T6539,Hf6f7;0644,T6599,Hecf7;0645,T65fa,Hea9f;0744,T6698,Hc83d;0745,T66c0,He500
35175,2021-10-03T20:47:41+0000;0444,T6546,Hf27d;0445,T6547,Hf3c4;0544,T6554,Hdd34;0545,T653c,Hf6fb;0644,T6598,Hed00;0645,T65f7,Heaa5;0744,T6695,Hc84a;0745,T66bf,He508
35176,2021-10-03T20:47:50+0000;0444,T6546,Hf28b;0445,T6549,Hf3c6;0544,T6554,Hdd41;0545,T653b,Hf6fe;0644,T6596,Hed04;0645,T65f6,Heaaf;0744,T6695,Hc84b;0745,T66bc,He50a
35177,2021-10-03T20:47:59+0000;0444,T6544,Hf295;0445,T6545,Hf3cb;0544,T6551,Hdd4c;0545,T6537,Hf700;0644,T6593,Hed0a;0645,T65f4,Heab8;0744,T6693,Hc854;0745,T66bb,He514
35178,2021-10-03T20:48:08+0000;0444,T6544,Hf29a;0445,T6543,Hf3d1;0544,T6551,Hdd56;0545,T6538,Hf709;0644,T6592,Hed19;0645,T65f3,Heabe;0744,T6692,Hc85c;0745,T66ba,He51b
35179,2021-10-03T20:48:17+0000;0444,T6543,Hf29f;0445,T6543,Hf3d3;0544,T6550,Hdd68;0545,T6536,Hf70a;0644,T6591,Hed19;0645,T65f2,Heac5;0744,T6690,Hc862;0745,T66b6,He524
35180,2021-10-03T20:48:25+0000;0444,T6542,Hf2a6;0445,T6541,Hf3da;0544,T654f,Hdd70;0545,T6536,Hf70a;0644,T6592,Hed1e;0645,T65f1,Heacc;0744,T668f,Hc86d;0745,T66b3,He52d
35181,2021-10-03T20:48:34+0000;0444,T653f,Hf2a9;0445,T6542,Hf3e0;0544,T654d,Hdd7e;0545,T6534,Hf715;0644,T658e,Hed28;0645,T65f0,Head7;0744,T668c,Hc871;0745,T66b3,He532
35182,2021-10-03T20:48:43+0000;0444,T6540,Hf2b2;0445,T6541,Hf3e4;0544,T654b,Hdd88;0545,T6533,Hf717;0644,T658d,Hed2d;0645,T65ef,Headb;0744,T668a,Hc878;0745,T66b4,He53c
35183,2021-10-03T20:48:52+0000;0444,T653a,Hf2b8;0445,T653f,Hf3ea;0544,T6549,Hdd92;0545,T652e,Hf717;0644,T658e,Hed37;0645,T65ed,Heae1;0744,T6687,Hc87c;0745,T66b1,He544
35184,2021-10-03T20:49:00+0000;0444,T653c,Hf2bf;0445,T653f,Hf3eb;0544,T6549,Hdd99;0545,T652f,Hf71f;0644,T658b,Hed3b;0645,T65ea,Heade;0744,T6689,Hc889;0745,T66b0,He547
35185,2021-10-03T20:49:09+0000;0444,T6539,Hf2cc;0445,T653d,Hf3f4;0544,T6547,Hddaa;0545,T6531,Hf726;0644,T658b,Hed41;0645,T65e9,Heaed;0744,T6684,Hc88d;0745,T66ae,He54d
35186,2021-10-03T20:49:18+0000;0444,T6539,Hf2cc;0445,T653c,Hf3f8;0544,T6546,Hddb5;0545,T652e,Hf729;0644,T6588,Hed47;0645,T65e8,Heaf4;0744,T6683,Hc890;0745,T66aa,He54e
35187,2021-10-03T20:49:27+0000;0444,T6538,Hf2d5;0445,T653c,Hf3fa;0544,T6547,Hddba;0545,T6529,Hf72e;0644,T6588,Hed4e;0645,T65e7,Heafc;0744,T6682,Hc896;0745,T66a9,He557
35188,2021-10-03T20:49:35+0000;0444,T6538,Hf2e2;0445,T653b,Hf402;0544,T6544,Hddca;0545,T652c,Hf72f;0644,T6586,Hed4e;0645,T65e2,Heaff;0744,T6683,Hc89b;0745,T66a9,He562
35189,2021-10-03T20:49:44+0000;0444,T6537,Hf2e3;0445,T6539,Hf406;0544,T6542,Hddd1;0545,T6528,Hf736;0644,T6584,Hed58;0645,T65e3,Heb03;0744,T6680,Hc8a3;0745,T66a5,He56a
35190,2021-10-03T20:49:53+0000;0444,T6535,Hf2ed;0445,T6536,Hf409;0544,T6541,Hdddb;0545,T6528,Hf735;0644,T6582,Hed64;0645,T65e2,Heb0e;0744,T667e,Hc8a7;0745,T66a5,He574
35191,2021-10-03T20:50:02+0000;0444,T6535,Hf2f2;0445,T6535,Hf40e;0544,T6542,Hddec;0545,T6527,Hf73d;0644,T6582,Hed68;0645,T65df,Heb11;0744,T667c,Hc8ad;0745,T66a3,He578
35192,2021-10-03T20:50:10+0000;0444,T6533,Hf2f9;0445,T6534,Hf413;0544,T653f,Hddf9;0545,T6526,Hf73e;0644,T6580,Hed6c;0645,T65e0,Heb16;0744,T667b,Hc8b4;0745,T66a0,He57c
35193,2021-10-03T20:50:19+0000;0444,T6532,Hf300;0445,T6532,Hf41e;0544,T6540,Hddfd;0545,T6524,Hf74c;0644,T6580,Hed71;0645,T65df,Heb24;0744,T6678,Hc8bc;0745,T66a0,He57c
35194,2021-10-03T20:50:28+0000;0444,T6531,Hf304;0445,T6532,Hf421;0544,T653f,Hde0d;0545,T6524,Hf746;0644,T657e,Hed7d;0645,T65db,Heb2a;0744,T6677,Hc8c6;0745,T669d,He585
35195,2021-10-03T20:50:37+0000;0444,T652f,Hf30a;0445,T6532,Hf425;0544,T653d,Hde14;0545,T6523,Hf74d;0644,T657c,Hed83;0645,T65de,Heb31;0744,T6675,Hc8ca;0745,T669a,He58e
35196,2021-10-03T20:50:45+0000;0444,T652e,Hf312;0445,T6531,Hf42b;0544,T653b,Hde20;0545,T6523,Hf74c;0644,T657d,Hed82;0645,T65da,Heb3b;0744,T6675,Hc8d6;0745,T669a,He594
35197,2021-10-03T20:50:54+0000;0444,T652b,Hf319;0445,T6530,Hf431;0544,T653a,Hde2c;0545,T6523,Hf757;0644,T657b,Hed8b;0645,T65da,Heb41;0744,T6672,Hc8d7;0745,T6697,He59c
35198,2021-10-03T20:51:03+0000;0444,T6528,Hf321;0445,T652d,Hf437;0544,T653a,Hde3b;0545,T651e,Hf759;0644,T657a,Hed93;0645,T65d8,Heb45;0744,T6672,Hc8e1;0745,T6696,He5a5
35199,2021-10-03T20:51:12+0000;0444,T652b,Hf327;0445,T652a,Hf438;0544,T6537,Hde44;0545,T6520,Hf761;0644,T6578,Hed99;0645,T65d4,Heb47;0744,T666e,Hc8e2;0745,T6694,He5a3
35200,2021-10-03T20:51:20+0000;0444,T652a,Hf329;0445,T652c,Hf43e;0544,T6538,Hde4c;0545,T651d,Hf760;0644,T6577,Hed9e;0645,T65d7,Heb4f;0744,T666e,Hc8e5;0745,T6692,He5aa
35201,2021-10-03T20:51:29+0000;0444,T6528,Hf32c;0445,T6528,Hf446;0544,T6539,Hde59;0545,T651e,Hf766;0644,T6575,Heda7;0645,T65d3,Heb58;0744,T666c,Hc8f0;0745,T668f,He5af
35202,2021-10-03T20:51:38+0000;0444,T6528,Hf336;0445,T6528,Hf447;0544,T6535,Hde68;0545,T651c,Hf768;0644,T6575,Hedae;0645,T65d2,Heb5a;0744,T666a,Hc8f7;0745,T668f,He5be
35203,2021-10-03T20:51:47+0000;0444,T6526,Hf335;0445,T6526,Hf44b;0544,T6532,Hde6f;0545,T651b,Hf76e;0644,T6573,Hedb5;0645,T65d3,Heb66;0744,T6669,Hc8fc;0745,T668e,He5be
35204,2021-10-03T20:51:56+0000;0444,T6526,Hf342;0445,T6528,Hf450;0544,T6532,Hde70;0545,T651a,Hf77a;0644,T6571,Hedba;0645,T65cf,Heb66;0744,T6668,Hc8fc;0745,T668b,He5c4
35205,2021-10-03T20:52:04+0000;0444,T6523,Hf34a;0445,T6525,Hf45a;0544,T6530,Hde83;0545,T6518,Hf779;0644,T6573,Hedc2;0645,T65ce,Heb6e;0744,T6666,Hc904;0745,T6689,He5d0
35206,2021-10-03T20:52:13+0000;0444,T6523,Hf349;0445,T6525,Hf45a;0544,T6530,Hde8b;0545,T6518,Hf778;0644,T6571,Hedc0;0645,T65cd,Heb71;0744,T6663,Hc90b;0745,T668a,He5d2
35207,2021-10-03T20:52:22+0000;0444,T6522,Hf353;0445,T6522,Hf45d;0544,T6530,Hde91;0545,T6518,Hf780;0644,T656f,Hedcc;0645,T65cb,Heb78;0744,T6663,Hc917;0745,T6688,He5df
35208,2021-10-03T20:52:31+0000;0444,T6521,Hf360;0445,T6523,Hf466;0544,T652f,Hde9d;0545,T6517,Hf785;0644,T656d,Hedcf;0645,T65ca,Heb7c;0744,T6661,Hc917;0745,T6687,He5e5
35209,2021-10-03T20:52:39+0000;0444,T651f,Hf363;0445,T6522,Hf46e;0544,T652c,Hdea4;0545,T6514,Hf78a;0644,T656e,Hedd7;0645,T65ca,Heb8a;0744,T665e,Hc921;0745,T6682,He5ec
35210,2021-10-03T20:52:48+0000;0444,T651d,Hf366;0445,T6520,Hf46d;0544,T652b,Hdeb0;0545,T6516,Hf786;0644,T656b,Hedd9;0645,T65c7,Heb91;0744,T665e,Hc930;0745,T6684,He5ed
35211,2021-10-03T20:52:57+0000;0444,T651e,Hf36c;0445,T6521,Hf475;0544,T6529,Hdeb4;0545,T6512,Hf789;0644,T6568,Hede1;0645,T65c6,Heb94;0744,T665c,Hc927;0745,T6681,He5f7
35212,2021-10-03T20:53:06+0000;0444,T651b,Hf379;0445,T6520,Hf471;0544,T6529,Hdec7;0545,T6511,Hf794;0644,T6569,Hede5;0645,T65c5,Heb97;0744,T665b,Hc932;0745,T667e,He5f9
35213,2021-10-03T20:53:14+0000;0444,T651b,Hf377;0445,T651f,Hf47a;0544,T6528,Hdecc;0545,T6511,Hf793;0644,T6569,Hedef;0645,T65c5,Heba1;0744,T6658,Hc939;0745,T667d,He5ff
35214,2021-10-03T20:53:23+0000;0444,T6519,Hf380;0445,T651d,Hf483;0544,T6528,Hded6;0545,T650e,Hf798;0644,T6566,Heded;0645,T65c3,Heba6;0744,T6658,Hc93f;0745,T667a,He605
35215,2021-10-03T20:53:32+0000;0444,T6518,Hf385;0445,T651d,Hf484;0544,T6528,Hdeda;0545,T650f,Hf79f;0644,T6565,Hedf3;0645,T65c1,Hebad;0744,T6656,Hc941;0745,T6679,He60c
35216,2021-10-03T20:53:41+0000;0444,T6517,Hf38e;0445,T6519,Hf489;0544,T6525,Hdee3;0545,T650e,Hf7a1;0644,T6562,Hedf9;0645,T65c1,Hebb9;0744,T6655,Hc94c;0745,T6678,He60f
35217,2021-10-03T20:53:49+0000;0444,T6513,Hf390;0445,T651c,Hf490;0544,T6525,Hdef3;0545,T650b,Hf7a5;0644,T6562,Hedfe;0645,T65c0,Hebbb;0744,T6654,Hc951;0745,T6676,He615
35218,2021-10-03T20:53:58+0000;0444,T6518,Hf397;0445,T651a,Hf498;0544,T6525,Hdeff;0545,T650b,Hf7a4;0644,T6562,Hedff;0645,T65bf,Hebc3;0744,T6652,Hc956;0745,T6674,He61a
35219,2021-10-03T20:54:07+0000;0444,T6515,Hf39c;0445,T6517,Hf49f;0544,T6522,Hdf05;0545,T650a,Hf7a8;0644,T6560,Hee0a;0645,T65be,Hebc4;0744,T664f,Hc95c;0745,T6672,He61d
35220,2021-10-03T20:54:16+0000;0444,T6514,Hf39d;0445,T6517,Hf49b;0544,T6522,Hdf0e;0545,T650a,Hf7b0;0644,T6560,Hee0e;0645,T65bc,Hebca;0744,T664f,Hc962;0745,T6671,He620
35221,2021-10-03T20:54:24+0000;0444,T6512,Hf3a3;0445,T6512,Hf4a6;0544,T6521,Hdf1f;0545,T650a,Hf7ac;0644,T655e,Hee15;0645,T65b9,Hebd0;0744,T664d,Hc96a;0745,T6671,He628
35222,2021-10-03T20:54:33+0000;0444,T6512,Hf3ac;0445,T6512,Hf4ab;0544,T651f,Hdf20;0545,T6505,Hf7b2;0644,T655b,Hee14;0645,T65b9,Hebd7;0744,T664d,Hc96c;0745,T666f,He632
35223,2021-10-03T20:54:42+0000;0444,T6512,Hf3b9;0445,T6513,Hf4b5;0544,T6520,Hdf24;0545,T6509,Hf7bd;0644,T655a,Hee1a;0645,T65b9,Hebe3;0744,T664a,Hc971;0745,T666b,He62c
35224,2021-10-03T20:54:51+0000;0444,T650f,Hf3b5;0445,T6516,Hf4b3;0544,T651e,Hdf31;0545,T6504,Hf7bb;0644,T6559,Hee25;0645,T65b8,Hebe2;0744,T6649,Hc97c;0745,T666b,He639
35225,2021-10-03T20:54:59+0000;0444,T650f,Hf3be;0445,T6513,Hf4b6;0544,T651c,Hdf38;0545,T6505,Hf7c4;0644,T6557,Hee2c;0645,T65b7,Hebe3;0744,T6648,Hc982;0745,T6669,He63f
35226,2021-10-03T20:55:08+0000;0444,T650c,Hf3bf;0445,T6512,Hf4be;0544,T651c,Hdf44;0545,T6505,Hf7c7;0644,T6559,Hee2b;0645,T65b6,Hebed;0744,T6644,Hc984;0745,T6669,He647
35227,2021-10-03T20:55:17+0000;0444,T650d,Hf3cb;0445,T6512,Hf4c5;0544,T651b,Hdf4d;0545,T6504,Hf7ca;0644,T6559,Hee3c;0645,T65b4,Hebf3;0744,T6644,Hc98d;0745,T6664,He64b
35228,2021-10-03T20:55:26+0000;0444,T650b,Hf3ce;0445,T650f,Hf4cb;0544,T6518,Hdf57;0545,T6502,Hf7cf;0644,T6555,Hee34;0645,T65b3,Hebf2;0744,T6644,Hc993;0745,T6666,He653
35229,2021-10-03T20:55:35+0000;0444,T6509,Hf3ce;0445,T650e,Hf4cd;0544,T651a,Hdf5d;0545,T6500,Hf7cc;0644,T6554,Hee42;0645,T65b0,Hebff;0744,T6641,Hc99b;0745,T6664,He656
35230,2021-10-03T20:55:43+0000;0444,T6508,Hf3d6;0445,T650d,Hf4d0;0544,T6518,Hdf68;0545,T64ff,Hf7d3;0644,T6555,Hee44;0645,T65b3,Hec06;0744,T663f,Hc99e;0745,T6662,He661
35231,2021-10-03T20:55:52+0000;0444,T6508,Hf3dd;0445,T650d,Hf4d3;0544,T6518,Hdf72;0545,T64ff,Hf7cb;0644,T6555,Hee42;0645,T65b1,Hec09;0744,T663e,Hc9a0;0745,T6661,He663
35232,2021-10-03T20:56:01+0000;0444,T6508,Hf3e4;0445,T650b,Hf4d7;0544,T6517,Hdf7b;0545,T64ff,Hf7d9;0644,T654f,Hee47;0645,T65ac,Hec11;0744,T663d,Hc9ac;0745,T6660,He667
35233,2021-10-03T20:56:10+0000;0444,T6506,Hf3e4;0445,T6509,Hf4de;0544,T6514,Hdf7e;0545,T64fe,Hf7df;0644,T6550,Hee4d;0645,T65ac,Hec0f;0744,T663b,Hc9ae;0745,T665f,He671
35234,2021-10-03T20:56:18+0000;0444,T6506,Hf3e9;0445,T6509,Hf4e3;0544,T6514,Hdf87;0545,T64fc,Hf7de;0644,T654f,Hee53;0645,T65ae,Hec17;0744,T663a,Hc9b2;0745,T665b,He675
35235,2021-10-03T20:56:27+0000;0444,T6503,Hf3f1;0445,T650a,Hf4e9;0544,T6512,Hdf8f;0545,T64fa,Hf7e5;0644,T654f,Hee56;0645,T65ab,Hec20;0744,T6637,Hc9b6;0745,T665a,He67e
35236,2021-10-03T20:56:36+0000;0444,T6505,Hf3f1;0445,T6506,Hf4ec;0544,T6512,Hdf9c;0545,T64f9,Hf7e3;0644,T654e,Hee5c;0645,T65aa,Hec1e;0744,T6638,Hc9c2;0745,T6659,He67e
35237,2021-10-03T20:56:45+0000;0444,T6501,Hf3f9;0445,T6508,Hf4f2;0544,T6512,Hdf9b;0545,T64fb,Hf7eb;0644,T654d,Hee5e;0645,T65a8,Hec2c;0744,T6636,Hc9c4;0745,T6656,He680
35238,2021-10-03T20:56:53+0000;0444,T6500,Hf3fa;0445,T6507,Hf4f7;0544,T6511,Hdfa8;0545,T64fa,Hf7ea;0644,T654d,Hee69;0645,T65a9,Hec31;0744,T6635,Hc9c8;0745,T6655,He689
35239,2021-10-03T20:57:02+0000;0444,T6502,Hf404;0445,T6504,Hf4f9;0544,T650d,Hdfaf;0545,T64f9,Hf7ea;0644,T654a,Hee68;0645,T65a8,Hec31;0744,T6633,Hc9cd;0745,T6655,He690
35240,2021-10-03T20:57:11+0000;0444,T6501,Hf40a;0445,T6504,Hf503;0544,T650e,Hdfbb;0545,T64f6,Hf7f1;0644,T654a,Hee69;0645,T65a4,Hec35;0744,T6632,Hc9d5;0745,T6652,He697
35241,2021-10-03T20:57:20+0000;0444,T64ff,Hf409;0445,T6506,Hf505;0544,T650e,Hdfc0;0545,T64f5,Hf7f4;0644,T6548,Hee73;0645,T65a0,Hec3e;0744,T662f,Hc9da;0745,T6653,He69a
35242,2021-10-03T20:57:28+0000;0444,T64fc,Hf414;0445,T6502,Hf50e;0544,T650e,Hdfcd;0545,T64f4,Hf7f6;0644,T6548,Hee78;0645,T65a4,Hec40;0744,T6630,Hc9e1;0745,T664f,He6a2
35243,2021-10-03T20:57:37+0000;0444,T64fe,Hf419;0445,T6501,Hf50e;0544,T650b,Hdfd0;0545,T64f6,Hf7f8;0644,T6546,Hee80;0645,T65a2,Hec47;0744,T6630,Hc9e7;0745,T664e,He6a7
35244,2021-10-03T20:57:46+0000;0444,T64fa,Hf41f;0445,T6501,Hf514;0544,T650b,Hdfd7;0545,T64f2,Hf7ff;0644,T6546,Hee82;0645,T65a1,Hec51;0744,T662b,Hc9f3;0745,T664c,He6ae
35245,2021-10-03T20:57:55+0000;0444,T64fd,Hf422;0445,T64ff,Hf511;0544,T6508,Hdfde;0545,T64f2,Hf805;0644,T6545,Hee84;0645,T65a1,Hec50;0744,T662b,Hc9f4;0745,T664d,He6b4
